14568:2265,17,76,616,654,302,564,58,2139,542
14639:76,17,361,302,866,616,6387,654,2848,2139
14719:302,58,616,84,29,8,650,354,1102,518
14784:76,358,8860,168,1326,5480,1682,901,719,5738
14865:302,654,616,58,84,8,76,29,518,650
14960:1069,1730,2139,317,3081,542,564,859,546,3005
15044:17,616,302,654,58,8,76,29,84,542
15113:861,58,302,616,30911,17,654,15,674,650
15201:1326,17,76,564,508,302,81,168,11899,1410
15288:302,84,654,58,616,8,29,354,518,650
15352:17,654,616,58,29,84,76,8,650,542
15420:17,302,654,616,58,650,564,84,138,8
15470:38620,95581,6475,11539,14528,21127,7622,9594,3039,13348
15541:17,302,654,76,616,58,8,866,84,29
15609:17,58,302,654,8,861,29,650,542,84
15715:8769,7675,806,65974,14461,25827,1126,1881,112737,1065
15809:245,4798,1267,61,774,94,542,10316,2980,564
15914:17,302,654,616,58,542,8,518,650,15
16008:17,654,7560,302,245,616,58,94,8,518
16097:4146,8783,2528,76,684,4093,5357,2354,12093,16658
16169:8596,1050,9968,23962,999,302,165,472,295,2293
16238:17,302,654,76,616,58,8,866,84,29
16309:17,302,58,76,8,29,84,650,542,518
16422:7441,35781,1050,23962,9968,302,472,4194,9572,4292
16524:22105,24431,1002,3246,61822,55035,94992,38770,22614,63595
16628:17,616,654,302,58,15,542,61,245,32
16710:17,616,654,302,58,542,518,8,61,564
16839:17,58,616,29,84,76,8,650,1102,354
16918:5648,1109,73306,57509,76647,90678,18985,18200,6657,36630
17006:17,654,302,616,76,29,650,8,542,84
17099:17,302,58,654,564,650,8,84,29,542
17165:17,302,616,654,58,8,542,650,564,15
17266:17,302,58,616,29,84,1102,354,8,76
17378:15190,89419,5292,1419,43006,14255,17,302,654,76
17475:302,616,29,84,8,650,76,1102,354,518
17547:17,302,21367,483,654,6,33364,58,650,224
17620:17,302,654,76,616,58,8,866,84,29
17716:25956,19908,18716,6125,9554,6186,34975,1718,102013,51677
17831:21825,56263,29778,92244,92830,44510,17,302,654,76
17922:17,654,302,616,84,70,8,58,76,508
18039:17,8,302,616,654,58,84,564,650,542
18133:17,654,58,245,518,15,616,285,542,6
18200:81,17,226,76,70,508,616,58,564,654
18306:17,302,58,616,29,84,8,650,542,76
18394:4982,58929,51291,18728,8713,1712,918,93380,37134,6683
18510:17,616,302,654,58,29,542,84,650,8
18666:17,302,654,616,58,564,650,8,29,84
18766:654,58,84,616,29,8,1102,76,650,354
18901:654,58,616,84,29,8,1102,76,650,518
19030:17,302,654,76,616,58,8,866,84,29
19069:5287,2715,10660,15335,1002,2956,4194,787,94,1471
19148:8322,17,24933,9674,76,224,13077,947,16965,301
19199:17,4755,8,508,84,542,1352,302,518,616
19277:17,654,616,302,542,245,61,564,58,76
19356:59903,63060,111200,30606,377,4731,17,302,654,76
19446:17,616,8,302,58,654,564,76,518,650
19482:17,302,616,654,58,8,518,15,564,84
19583:17510,91434,56800,2547,2492,18200,764,2672,179,99370
19763:19065,17,302,654,76,616,58,8,866,84
19881:98550,4107,101255,4364,16855,6142,71495,108396,108885,426
20067:18025,1119,4364,39138,72769,80745,89944,51760,73456,32041
20160:168,719,226,297,5738,76,1326,2068,1528,352
20268:17,302,654,76,616,58,8,866,84,29
20334:17,616,302,654,58,650,8,736,84,518
20438:40800,76265,30669,26165,7212,39684,4943,7082,32568,8563
20497:22108,17501,79575,1091,6495,175,17,302,654,76
20550:11080,899,48660,17,13301,38691,2716,6583,81977,4364
20684:17,780,262,226,76,302,58,616,654,70
20766:17,616,654,302,58,542,15,8,564,518
20892:17,302,654,616,84,58,8,564,76,354
20973:17,616,302,654,58,8,518,564,15,76
21082:10503,17,731,140,5767,10404,14508,8454,605,840
21196:83103,26573,33038,89750,94151,117917,63718,74448,650,29900
21318:226,1790,6311,119,1131,650,1109,58,76,84
21514:12545,14946,45988,99869,68220,69053,81501,82470,31266,39356
21608:17,302,654,58,616,84,8,76,354,650
21722:302,654,616,58,84,8,650,29,354,518
21834:17,8,84,518,616,245,1382,787,947,508
21934:17,302,654,76,616,58,8,866,84,29
21993:17,81,226,654,616,564,302,70,508,245
22060:17,654,58,302,29,616,542,15,6,354
22164:17,302,654,616,58,84,76,8,29,650
22236:17,302,654,58,29,616,76,650,84,542
22324:17,302,654,76,616,58,8,866,84,29
22388:17,302,654,76,616,58,8,866,84,29
22436:17,58,302,654,8,650,542,76,861,564
22493:17,302,654,76,616,58,8,866,84,29
22574:99574,70292,22978,82725,1375,122467,64380,60397,65797,63483
22639:17,654,29,84,8,650,76,518,542,564
22741:17,70,616,76,302,654,58,81,138,84
22823:168,2888,574,1230,1867,661,3789,7838,226,984
22872:302,654,84,58,616,8,29,1102,354,76
22979:2292,18239,17,500,11671,76,302,226,899,32616
23110:177,11497,22655,69494,66537,103120,17,302,654,76
23229:17,76,2139,698,564,616,302,654,70,508
23340:18785,17,76052,15,8931,9708,21608,14715,20851,10142
23464:17,302,654,76,616,58,8,866,84,29
23587:7211,31973,17,302,654,76,616,58,8,866
23699:17,302,654,616,58,518,15,61,542,363
23865:10844,84267,20892,17,302,654,76,616,58,8
23961:45982,103535,81360,73229,66259,90103,17,302,654,76
24075:1913,17,76,361,302,866,654,58,2139,616
24175:18261,11453,40405,736,84,2677,1905,21905,1764,6774
24262:76,2139,17,2548,81,5398,564,40,698,70
24397:302,17,654,58,616,84,1102,650,354,8
24558:1991,17,354,378,70,1589,654,226,58,76
24643:17,654,302,58,84,616,354,76,8,1102
24725:17,302,654,76,616,58,8,866,84,29
24805:908,91789,1412,2060,2041,104083,84,52077,1187,568
24909:17,302,654,616,58,564,650,84,8,138
24984:302,654,84,58,616,8,29,1102,354,76
25070:17,654,58,29,616,84,8,650,1102,76
25171:17,616,302,654,58,8,76,518,564,542
25255:17,302,616,8,58,654,84,542,518,76
25388:6293,57884,101496,95212,17397,73103,4755,6880,31623,16174
25518:1606,4364,564,1173,3717,119,34694,736,2140,17
25666:17,654,302,76,616,58,29,564,84,138
25750:2548,840,5111,3196,197,3307,157,7160,564,5627
25836:168,719,2153,1326,76,984,2275,1460,7838,5480
25922:2715,1002,245,441,710,1744,4268,4513,1784,94
25994:17,302,654,76,616,58,8,866,84,29
26146:17,302,654,76,616,58,8,866,84,29
26238:17,84,654,8,22,1023,1382,302,508,564
26325:17,76,4755,542,508,302,564,654,616,189
26440:17,302,654,76,616,58,8,866,84,29
26545:17,76,508,31342,28632,23595,40,22059,698,8419
26616:17,302,654,76,616,58,8,866,84,29
26728:81,17,616,302,58,654,542,70,8,29
26816:21008,78375,1326,41088,16124,1790,124,2068,22817,30137
26919:302,654,84,58,616,8,29,1102,354,76
27006:15110,2068,77167,83824,78841,1645,65473,22114,96168,54351
27148:749,17,70,58,36428,17,302,654,76,616
27286:17,654,302,616,29,84,650,76,8,542
27381:74565,6491,8465,22511,33432,17,302,654,76,616
27465:17,76,616,780,58,302,226,262,654,500
27540:12690,10548,347,43688,4102,1546,80398,75286,378,114
27596:1787,76,2600,30317,23470,40,698,2139,61242,2733
27737:17,302,654,76,616,58,8,866,84,29
27837:157,2548,17,3196,27070,197,4755,5111,302,70
27940:17,616,302,518,873,8,84,58,654,508
28058:17,302,616,29,84,8,354,76,1102,650
28184:17,76,81,70,58,616,8,226,654,508
28246:17,616,654,302,58,542,15,564,8,518
28402:16258,121313,10385,66090,114607,29826,14205,1112,118011,50969
28523:17,654,302,616,58,542,650,76,15,8
28585:22258,37015,33809,15437,6514,2445,36778,88104,67107,29562
28762:42585,19701,26249,12420,42821,21682,67372,69190,16452,52141
28885:17,302,654,76,616,58,8,866,84,29
28992:17,302,654,76,616,58,8,866,84,29
29062:302,654,616,8,58,29,518,354,76,301
29208:17,302,654,76,616,58,8,866,84,29
29417:18994,30598,4320,26741,52443,3817,103305,65139,69859,78944
29525:17,302,654,76,616,58,8,866,84,29
29607:866,17,302,654,354,76,29,84,58,616
29777:8322,17,24933,9674,76,224,13077,947,16965,301
29885:79352,54806,18471,22527,115906,60507,114503,34120,94404,43542
29968:11543,19648,76,4023,14993,83825,5056,8692,2343,59964
30111:17,84,8,302,654,518,616,245,899,301
30288:87634,33604,34445,6201,64682,41996,35870,20572,15069,55391
30396:58,84,29,8,650,76,1102,354,518,542
30582:17,302,654,616,564,58,650,8,84,29
30701:302,654,84,58,616,8,29,1102,354,76
30874:17,787,8,84,3039,302,58,518,327,7334
30937:96,542,698,500,14966,901,44323,6901,1651,5363
31010:17,302,654,76,616,58,8,866,84,29
31158:17,302,654,76,616,58,8,866,84,29
31288:17,302,654,76,616,58,8,866,84,29
31405:17,302,654,76,616,58,8,866,84,29
31545:17,616,8,302,58,76,654,564,518,84
31691:17,302,654,76,616,58,8,866,84,29
31926:17,500,616,76,6491,226,508,564,518,58
32072:18114,6614,40010,63670,3427,3466,1998,6462,53597,17068
32180:66694,57282,10778,10446,7393,1223,11333,10752,6606,1682
32286:302,654,84,58,616,8,29,1102,354,76
32422:50737,17,302,654,76,616,58,8,866,84
32580:22146,70748,76918,1121,74286,21656,2981,19786,33112,15359
32675:921,54178,81708,56455,64343,107702,62290,111031,1899,21193
32819:17,302,654,76,616,58,8,866,84,29
32921:302,17,654,58,616,8,15,518,76,508
33005:76594,76357,395,93336,76,90254,54763,33358,38382,2548
33206:17,302,654,76,616,58,8,866,84,29
33355:16596,35798,93316,5363,63133,18435,77533,14914,25615,24996
33454:11637,13277,6435,36630,947,17,1608,17990,19193,7067
33561:22018,103264,80357,73498,1256,29515,76,14983,16465,4513
33707:17,780,81,542,226,70,616,654,302,245
33809:17,226,70,302,564,654,1535,616,81,508
33910:429,42785,699,28560,13681,26344,18741,407,13832,114
34092:56697,104766,89028,83353,10775,37146,48337,14504,27165,224
34188:58,616,84,8,1102,650,76,138,518,736
34350:6061,66650,86549,6264,60726,96761,68877,123191,48564,4040
34499:17,2139,76,262,805,70,500,302,564,616
34594:8115,8168,1410,535,73175,76,866,656,226,1119
34710:650,17,1245,302,654,224,182,8,616,15
34839:168,2153,76,6097,2337,1326,2548,508,5738,719
34974:17,654,616,29,84,650,8,76,1102,542
35150:17,616,654,302,58,15,518,564,8,61
35241:10536,3506,441,1002,4696,14955,1760,736,2715,30778
35332:616,17,654,58,302,542,564,8,861,518
35525:17,70,616,76,302,654,58,81,138,84
35690:17,302,654,76,616,58,8,866,84,29
35850:17,302,58,654,616,1023,101,15,29,1140
35989:58853,2548,1002,11973,17,302,654,76,616,58
36196:61716,1211,14206,8,6450,1119,947,119,18384,875
36315:59623,8001,21879,301,24029,20801,35307,23599,3484,84
36419:17,780,76,302,58,262,226,616,654,70
36564:986,81,3756,4048,226,57656,5767,2379,30095,1418
36723:89362,105630,8611,59582,83235,96445,64244,38747,68826,82532
36979:17,302,654,76,616,58,8,866,84,29
37175:17,654,302,58,616,29,650,542,84,15
37308:17,302,654,76,616,58,8,866,84,29
37446:63048,17,302,654,76,616,58,8,866,84
37588:17,302,654,76,616,58,8,866,84,29
37767:17,302,654,76,616,58,8,866,84,29
37924:17,302,654,76,616,58,8,866,84,29
38073:17,947,62,294,8,301,61,76,486,358
38376:17,84,302,8,899,654,616,518,245,301
38616:508,2121,3137,9790,780,17,2157,10071,23089,45
38715:17,302,654,76,616,58,8,866,84,29
38888:66812,86808,99983,86058,21426,65327,17160,118749,82807,89371
39050:15,119,81,94,61,7685,4113,2200,12559,616
39188:17,361,302,654,29,354,84,58,76,616
39394:17,302,654,76,616,58,8,866,84,29
39556:302,17,654,58,616,84,354,650,1102,8
39694:69150,13694,118073,42632,17,302,654,76,616,58
39876:17,302,654,76,616,58,8,866,84,29
39979:70,17,81,168,1023,226,322,542,58,616
40120:17,302,654,76,616,58,8,866,84,29
40215:10503,17,81,8454,840,605,14508,76,27291,5767
40308:17,616,302,8,650,654,542,76,518,58
40493:14081,30646,94658,15596,56733,4673,82895,11235,55640,52653
40659:1712,1352,4755,2880,1527,3107,12990,189,4825,7831
40801:38496,8,75001,29936,245,17646,1119,30109,18384,78300
41027:17,58,302,616,654,76,780,564,650,8
41174:7926,4040,30490,21249,11590,3034,17908,7097,2543,17316
41297:245,17,4268,518,131,15,8,119,94,542
41424:17,654,302,58,616,29,650,542,84,15
41509:17,302,654,76,616,58,8,866,84,29
41820:21219,92271,17,302,654,76,616,58,8,866
41975:431,28012,1412,6503,90738,57509,31467,78422,55179,47372
42174:17,302,654,76,616,58,8,866,84,29
42313:17,302,654,76,616,58,8,866,84,29
42568:2265,654,1913,58,17,76,616,302,564,508
42699:17,302,654,76,616,58,8,866,84,29
42876:17,70,138,302,654,616,76,58,354,84
43088:76,81,698,17,25481,508,327,4671,2139,302
43313:17,302,654,76,616,58,8,866,84,29
43480:17,301,70,327,15639,58,7680,138,1535,698
43598:17,302,654,76,616,58,8,866,84,29
43799:17,302,654,76,616,58,8,866,84,29
43977:17,302,654,76,616,58,8,866,84,29
44162:84988,29319,17,302,654,76,616,58,8,866
44368:2687,616,17,966,861,302,1832,654,2947,429
44659:17,302,654,76,616,58,8,866,84,29
45016:17,780,76,58,302,262,226,616,654,70
45255:17,302,654,76,616,58,8,866,84,29
45346:17,302,654,76,616,58,8,866,84,29
45605:10039,2139,17,3568,5097,76,890,564,361,698
45825:69402,33687,103142,19119,23997,82278,17,102567,327,44910
45936:9354,224,10503,675,81,1555,8454,10039,1609,32648
46120:70,81,690,483,9681,4268,15,29,736,245
46369:12446,1558,25958,14201,44885,11896,12222,29660,19251,8873
46558:698,654,616,58,76,542,2275,40,70,81
46831:17,302,654,76,616,58,8,866,84,29
47122:81,17,780,302,654,8,84,70,616,138
47470:16686,74705,17,302,654,76,616,58,8,866
47653:17,302,654,76,616,58,8,866,84,29
47834:17,302,654,76,616,58,8,866,84,29
47992:17,302,654,76,616,58,8,866,84,29
48345:17,302,654,76,616,58,8,866,84,29
48509:12651,86855,16236,6406,64360,59150,44564,82967,98910,95874
48758:17,302,654,76,616,58,8,866,84,29
49227:17,302,654,76,616,58,8,866,84,29
49809:47352,17,302,654,76,616,58,8,866,84
50046:17,302,58,616,29,84,1102,354,8,76
50395:17,302,654,76,616,58,8,866,84,29
50715:62,899,564,285,354,2583,236,931,76,654
50916:26856,8077,117,107680,226,6444,65848,23162,13860,69122
51195:17,302,654,76,616,58,8,866,84,29
51615:17,302,654,76,616,58,8,866,84,29
52064:4647,27632,36190,29874,28759,11146,17,302,654,76
52229:17,302,654,76,616,58,8,866,84,29
52650:17,302,654,76,616,58,8,866,84,29
53391:757,12423,873,55364,58,511,27259,36819,9163,5142
54114:54427,20245,55952,16009,11341,47278,10882,104256,60256,66099
55455:17,302,654,76,616,58,8,866,84,29
36:17,654,616,58,84,8,518,29,76,542
69:302,654,58,564,650,76,29,61,32,101
156:302,616,58,8,84,29,542,1102,76,650
220:10178,186,22713,7649,39446,1342,4032,13192,64973,7478
245:16786,262,81,650,5767,3137,3939,508,780,17
292:654,616,58,76,542,564,289,138,301,61
410:17,76,302,616,654,58,8,84,508,518
514:17,616,302,654,58,76,8,650,564,542
601:118676,48912,226,75023,121234,94414,69110,90054,18245,105155
667:17,302,616,654,58,8,76,564,518,542
741:17,616,302,654,168,76,58,564,518,8
782:302,654,616,58,84,8,518,542,76,29
833:302,58,8,84,76,564,508,861,354,6
900:17,302,654,616,58,29,8,542,650,101
981:17,245,1002,1744,710,8,302,508,15,1410
1044:17,302,654,84,616,58,8,518,29,650
1116:302,654,58,616,84,8,76,29,650,518
1163:17,302,654,76,616,58,8,866,84,29
1263:17,302,58,84,8,542,650,518,76,564
1389:75115,61636,1305,40853,4245,1871,109043,1804,76,21055
1418:654,76,542,650,15,564,289,138,736,61
1448:17,245,2548,8,542,76,81,654,650,15
1517:80218,950,11725,10541,2200,2390,40620,41438,11783,1527
1569:986,81,226,70,508,2967,698,17,302,1099
1653:17,616,654,302,58,8,84,542,101,564
1746:17,302,654,616,58,542,8,518,650,29
1788:17,302,616,654,58,8,650,508,84,542
1842:17,302,58,616,84,29,8,518,542,76
1894:654,616,58,8,84,29,518,564,542,70
2017:44039,11246,123006,107733,101380,47586,13894,58208,23213,17
2072:302,654,616,58,518,1102,29,354,76,650
2116:17,302,654,616,8,58,84,542,650,15
2184:58,616,84,8,542,650,518,1102,76,6
2260:17,302,654,76,616,58,8,866,84,29
2325:302,654,84,8,616,58,1102,29,354,76
2373:17,84,302,616,654,58,76,1102,101,650
2405:17,302,654,58,8,542,518,15,84,76
2461:518,29,542,101,61,6,289,138,736,301
2510:1460,1326,76,17,297,508,168,65,5567,70
2558:17,616,76,58,84,8,70,29,542,518
2612:17,302,654,58,542,518,15,76,84,29
2666:17,616,302,58,654,542,650,8,29,76
2730:17,616,654,58,8,542,518,84,15,76
2776:17,302,654,76,616,58,8,866,84,29
2846:302,654,616,84,518,29,542,76,650,101
2914:17,302,654,58,8,518,542,76,650,29
2970:17,616,302,654,58,8,542,650,518,84
3038:17,8,302,616,84,32,564,76,650,327
3113:17,302,616,654,58,8,542,76,650,15
3169:302,616,654,58,8,518,84,542,15,76
3234:302,654,616,1102,58,518,29,354,76,650
3295:17,76,81,8,70,616,226,58,2139,564
3346:17,616,245,542,15,518,302,654,58,8
3413:17,302,616,654,8,58,518,84,76,15
3450:17,76,616,302,58,654,564,8,650,518
3546:17,58,302,654,8,861,84,76,650,518
3610:17,302,654,616,8,58,76,518,1102,354
3692:17,654,302,616,29,84,8,101,289,76
3751:17,654,616,58,8,84,29,76,650,542
3859:17,302,616,58,8,84,29,518,15,564
3962:17,302,616,654,58,8,76,518,564,84
4031:17,616,8,302,654,58,76,564,518,650
4091:17,302,654,616,58,8,518,542,29,15
4158:17,302,564,616,654,58,8,650,508,518
4211:28789,100732,4600,91309,88132,43926,108608,17,302,654
4275:17,654,616,58,84,8,29,76,518,542
4371:17,616,302,654,58,8,84,518,542,650
4458:17,616,364,542,58,245,61,518,564,8
4537:17,302,616,8,654,542,58,84,518,650
4642:302,654,616,8,76,29,1102,518,650,542
4736:302,654,84,616,58,8,29,76,354,650
4789:17,302,654,76,616,58,8,866,84,29
4870:17,302,654,616,58,361,29,84,76,650
4944:17,302,76,564,508,873,650,8,322,2139
4998:17,302,58,29,84,8,650,76,518,542
5040:17,616,302,654,58,518,84,15,542,76
5108:17,76,81,70,58,616,8,226,654,508
5207:17,302,518,616,84,654,8,58,61,29
5299:654,58,616,84,650,8,518,15,564,1102
5361:17,302,58,616,29,84,8,518,1102,76
5434:17,654,302,616,58,70,81,226,76,564
5474:302,58,84,8,518,76,542,650,15,564
5529:17,302,654,76,616,58,8,866,84,29
5611:302,654,616,58,8,84,76,29,518,542
5702:616,84,8,650,76,1102,542,354,518,15
5784:17,616,302,58,654,76,8,542,518,650
5865:347,14237,1546,70,81,11887,1790,9043,2291,76
5905:17,84,518,302,616,654,58,1102,101,650
6001:76,17,616,302,564,654,698,58,719,542
6076:17,58,302,654,8,542,650,76,564,518
6139:17,302,654,1102,8,616,58,518,354,29
6192:17,302,654,616,58,84,8,76,226,138
6283:302,654,58,616,84,29,8,76,354,1102
6351:1913,17,76,302,361,654,616,2139,58,866
6450:654,616,58,518,1102,29,650,76,542,138
6569:17,302,654,76,616,58,8,866,84,29
6642:302,654,58,616,84,8,29,650,518,564
6725:17,302,654,58,616,84,8,650,354,1102
6843:302,654,616,58,84,8,76,518,29,650
6932:17,616,224,302,654,58,650,8,182,76
6982:17,361,302,654,76,354,29,84,58,616
7044:302,654,84,616,58,8,29,76,70,301
7137:4943,7082,8563,23213,26165,52245,39684,70580,15202,34038
7203:17,302,654,76,616,84,58,8,354,70
7291:245,2715,1744,17,441,4268,302,564,508,2548
7366:654,616,58,8,29,1102,76,518,650,354
7451:69,1917,38690,1617,12495,17944,322,69996,53415,285
7542:17,654,302,76,616,58,564,29,84,8
7607:302,654,616,58,84,8,29,76,650,518
7699:226,140,81,17,70,13298,18966,9341,1919,289
7766:168,1326,76,226,5738,1460,984,352,719,564
7863:17,616,302,654,58,8,542,518,650,15
7949:17,616,654,302,8,58,518,84,542,564
7981:3378,65033,10611,68179,39446,22713,186,45315,32261,22078
8068:17,76,616,564,654,58,40,542,70,302
8141:17,76,616,564,8,654,302,508,58,84
8217:17,58,654,302,8,542,15,518,29,76
8285:17,616,58,654,302,542,518,8,15,61
8343:302,654,616,58,84,8,518,76,29,650
8435:17,302,654,76,616,58,8,866,84,29
8517:57092,25041,29782,302,31128,53875,64883,1410,118415,122595
8582:8,650,1102,518,542,354,15,736,6,101
8681:302,654,84,8,29,76,518,650,542,564
8755:86870,27582,27589,17,302,654,76,616,58,8
8802:302,654,616,8,29,518,650,354,736,301
8868:17,302,8,654,1102,616,518,58,354,736
8915:17,302,654,58,518,1102,76,29,542,564
9001:4797,353,1951,17,94,2268,16127,245,6417,769
9128:654,58,616,84,8,29,518,542,564,15
9171:654,58,616,84,29,8,354,1102,518,564
9249:17,518,8,84,616,1405,58,245,654,2076
9333:245,34582,8,203,95159,30259,2939,7334,3039,10869
9394:654,58,616,84,29,8,76,1102,650,518
9451:302,58,616,84,29,8,76,1102,354,650
9507:17,616,302,654,8,518,58,542,84,15
9570:17,302,616,84,654,8,58,508,76,564
9614:7004,5514,62,726,4351,16197,32608,2531,9051,84
9711:6720,6432,36868,36887,88297,84537,656,97047,31969,9003
9808:17,616,542,654,302,58,15,8,518,32
9837:17,654,616,29,84,8,650,76,1102,6
9900:17,654,302,616,8,29,650,84,542,564
10030:302,654,616,8,84,29,518,542,15,650
10090:2139,890,17,40,76,866,564,361,4880,500
10148:17,76,719,302,616,564,654,58,8,984
10237:17,302,654,8,58,616,518,29,101,354
10306:17,654,616,8,29,650,84,518,15,861
10371:17,76,616,564,58,654,302,81,2139,542
10445:17,84,518,302,616,654,58,1102,76,564
10543:245,2715,17,1744,441,4268,302,564,508,2548
10693:17,654,302,84,8,29,76,564,518,650
10801:76,17,564,616,58,698,302,654,8,2414
10892:674,1703,11861,65,9318,6,17,542,21977,29
11000:17,780,262,226,302,76,70,654,5767,616
11132:17,245,189,4755,508,302,616,76,564,710
11259:17,302,654,76,616,58,8,866,84,29
11378:17,70,76,616,302,654,564,58,8,81
11431:17,302,654,76,616,58,8,866,84,29
11511:2520,76547,4238,52018,21085,4413,108903,44717,5694,56430
11569:616,29,8,650,518,542,76,15,564,289
11670:17,302,654,182,650,58,616,76,1245,8
11775:17,654,302,616,70,84,8,58,518,138
11839:10345,10046,85617,84183,52411,394,223,105761,1262,1804
11884:76,81,358,8860,1326,238,168,5480,2275,2139
11939:17,616,8,302,654,58,76,564,518,650
11999:245,441,1744,17,2715,1410,710,508,4268,1205
12084:17,654,29,8,84,650,76,518,15,564
12237:10291,30139,20288,2337,17,3307,5567,2626,1050,4008
12356:17,302,616,654,8,508,518,58,84,70
12433:17,654,518,8,616,84,302,58,650,564
12512:654,616,58,84,8,650,76,1102,518,542
12552:17,542,518,616,8,654,15,58,564,84
12601:17,302,654,616,226,84,138,58,8,76
12669:302,17,654,58,616,29,650,76,84,8
12766:81,226,70,17,508,564,2967,616,1749,500
12807:19206,11590,12294,5975,14814,17316,7524,8772,17908,1337
12912:17,84,650,76,1102,15,564,354,101,6
12986:17,302,654,616,564,58,650,8,84,736
13060:17,302,654,76,616,58,8,866,84,29
13110:17,76,616,564,302,654,58,8,518,15
13259:14889,17,302,654,76,616,58,8,866,84
13319:17,302,654,76,616,58,8,866,84,29
13392:9286,66642,1227,57160,30547,42128,71573,25512,25481,23508
13459:17,76,616,564,302,654,58,226,650,70
13526:1326,168,1460,76,226,719,5738,508,564,378
13602:17,302,654,58,8,542,518,84,650,29
13666:17,302,616,654,58,564,650,8,84,508
13781:80287,921,51741,17,302,654,76,616,58,8
13874:17,302,654,76,616,58,8,866,84,29
13953:17,361,302,76,654,616,58,84,354,8
14040:17,616,15,58,61,162,245,327,654,94
14095:17,302,654,76,616,58,8,866,84,29
14210:17,302,58,616,84,8,650,542,76,518
14347:17,302,654,76,616,58,8,866,84,29
14470:17,654,616,58,518,1102,29,354,76,650
14576:17,76,302,616,654,58,698,564,542,8
14640:17,302,654,76,616,58,8,866,84,29
14721:24933,9674,17,30815,13077,51232,76,19528,224,37112
14788:17,302,84,29,518,650,76,1102,542,101
14874:17,302,58,616,29,84,1102,354,8,76
14964:58,616,84,8,650,76,1102,354,518,138
15051:17,302,654,76,616,58,8,866,84,29
15130:17,302,654,76,616,58,8,866,84,29
15207:17,76,302,616,70,654,564,698,508,226
15289:17,508,76,70,8,302,226,1023,616,518
15357:4600,36482,55255,61936,31524,67982,95326,111025,51138,19004
15421:23387,97813,80767,50201,6,508,84,2369,834,239
15476:17,76,616,564,654,58,542,302,2139,81
15551:302,654,616,58,518,1102,76,650,29,354
15621:168,984,719,5480,463,2153,8860,13567,661,7838
15724:17,654,616,58,302,15,542,8,6,518
15835:17,518,542,8,84,902,1930,378,616,9581
15917:17,302,654,58,616,84,29,354,8,518
16017:508,564,17,65260,76,358,542,1382,327,302
16099:984,6097,5557,463,5538,226,297,8733,574,135
16185:17,245,353,616,542,302,518,654,61,564
16256:17990,47048,2139,55960,31578,40,64137,7067,99152,27663
16329:17,8,84,616,302,654,58,1102,101,542
16447:302,654,84,58,616,29,8,76,1102,361
16525:76,17,564,616,302,654,58,698,8,650
16639:719,5480,8860,661,574,1326,8733,5738,2318,2153
16714:17,302,654,616,58,564,650,8,29,84
16858:17,302,654,76,616,58,8,866,84,29
16926:17,302,654,58,616,8,84,542,518,76
17007:654,58,616,8,29,518,354,650,76,138
17115:3484,2194,40,8008,4292,564,245,542,262,17
17178:92781,111199,20769,17,302,654,76,616,58,8
17267:17,70,1535,787,654,542,1023,302,508,138
17412:1002,2548,89220,931,65056,5784,891,11973,1446,19299
17477:17,302,654,616,58,564,8,84,354,70
17549:337,805,385,45975,11281,80736,62840,83173,3250,92129
17624:302,84,654,616,58,518,29,354,650,76
17731:21666,83875,17,302,654,76,616,58,8,866
17844:616,17,58,12332,1535,654,70,354,76,138
17925:17,302,654,76,616,58,8,866,84,29
18042:17,508,1023,70,542,8,616,58,76,654
18146:1471,353,654,1370,10642,2200,4807,5363,787,41245
18204:177,11497,22655,69494,66537,103120,17,302,654,76
18311:81,140,226,3423,986,500,1749,780,70,2967
18404:17,302,654,616,58,15,542,29,8,650
18525:17,302,654,76,616,58,8,866,84,29
18686:17,302,616,654,564,58,650,8,84,736
18810:17,302,29,84,8,518,650,76,15,101
18944:10118,98498,37715,92508,8,12106,518,120400,1690,9077
19032:17,302,654,616,58,564,650,8,84,518
19070:17,302,654,76,616,58,8,866,84,29
19156:13356,24426,908,7703,1002,28248,37386,3484,5287,1991
19240:1119,17,1187,58,2935,891,8,616,542,245
19304:17,302,654,76,616,58,8,866,84,29
19357:84430,2405,16387,16424,12022,46724,31295,19000,63933,13926
19447:17,654,616,302,542,8,58,564,76,238
19498:17,302,654,76,616,58,8,866,84,29
19626:302,654,84,58,616,8,29,76,1102,650
19764:17,302,58,616,29,84,8,289,1102,518
19882:302,654,84,616,58,8,76,29,354,518
20073:17,76,302,654,616,2139,8,542,58,518
20161:17,302,654,616,564,58,650,8,84,736
20294:56463,25913,52583,1091,7361,17,1402,88215,7741,119
20360:17,58,616,29,84,76,8,1102,354,650
20439:17,302,654,76,616,58,8,866,84,29
20498:17,8,84,616,302,654,58,101,1102,542
20553:17,302,58,616,29,84,76,354,361,1102
20685:616,17,654,58,542,302,518,15,564,1196
20790:17,302,654,76,616,58,8,866,84,29
20906:6503,8660,15921,24608,17,302,409,8,19871,13889
20985:17,302,616,654,58,76,542,361,8,15
21084:4274,20959,6783,518,542,1446,37348,94,616,3661
21207:17,616,654,302,8,58,76,542,84,518
21354:17,302,654,76,616,58,8,866,84,29
21518:302,654,58,616,84,29,8,76,1102,354
21617:17,29,84,8,650,518,542,1102,564,6
21723:17,302,616,654,58,650,8,542,84,29
